"REF_DATE","GEO","DGUID","Labour force characteristics","Gender","Age group","Statistics","Data type","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2025-02","Canada","2021A000011124","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062810","1.2.1.1.1.1","22467.2","","","","1"
"2025-03","Canada","2021A000011124","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062810","1.2.1.1.1.1","22470.7","","","","1"
"2025-04","Canada","2021A000011124","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062810","1.2.1.1.1.1","22517.4","","","","1"
"2025-05","Canada","2021A000011124","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062810","1.2.1.1.1.1","22552.7","","","","1"
"2025-06","Canada","2021A000011124","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062810","1.2.1.1.1.1","22613.7","","","","1"
"2019-02","Canada","2021A000011124","Employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062811","1.3.1.1.1.1","18965.7","","","","1"
"2019-03","Canada","2021A000011124","Employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062811","1.3.1.1.1.1","18932.9","","","","1"
"2019-04","Canada","2021A000011124","Employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062811","1.3.1.1.1.1","19053.7","","","","1"
"2019-05","Canada","2021A000011124","Employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062811","1.3.1.1.1.1","19067.3","","","","1"
"2019-06","Canada","2021A000011124","Employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062811","1.3.1.1.1.1","19078.6","","","","1"
"2019-07","Canada","2021A000011124","Employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062811","1.3.1.1.1.1","19072.4","","","","1"
"2019-08","Canada","2021A000011124","Employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062811","1.3.1.1.1.1","19133.9","","","","1"
"2019-09","Canada","2021A000011124","Employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062811","1.3.1.1.1.1","19142.8","","","","1"
"2019-10","Canada","2021A000011124","Employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062811","1.3.1.1.1.1","19130.9","","","","1"
"2019-11","Canada","2021A000011124","Employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062811","1.3.1.1.1.1","19096.8","","","","1"
"2019-12","Canada","2021A000011124","Employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062811","1.3.1.1.1.1","19186.5","","","","1"
"2020-01","Canada","2021A000011124","Employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062811","1.3.1.1.1.1","19204.7","","","","1"
"2020-02","Canada","2021A000011124","Employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062811","1.3.1.1.1.1","19202.9","","","","1"
"2020-03","Canada","2021A000011124","Employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062811","1.3.1.1.1.1","18058.2","","","","1"
"2020-04","Canada","2021A000011124","Employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062811","1.3.1.1.1.1","16085.8","","","","1"
"2020-05","Canada","2021A000011124","Employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062811","1.3.1.1.1.1","16410.7","","","","1"
"2020-06","Canada","2021A000011124","Employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062811","1.3.1.1.1.1","17469.4","","","","1"
"2020-07","Canada","2021A000011124","Employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062811","1.3.1.1.1.1","17895.5","","","","1"
"2020-08","Canada","2021A000011124","Employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062811","1.3.1.1.1.1","18129.3","","","","1"
"2020-09","Canada","2021A000011124","Employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062811","1.3.1.1.1.1","18555.9","","","","1"
"2020-10","Canada","2021A000011124","Employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062811","1.3.1.1.1.1","18616.4","","","","1"
"2020-11","Canada","2021A000011124","Employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062811","1.3.1.1.1.1","18650.0","","","","1"
"2020-12","Canada","2021A000011124","Employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062811","1.3.1.1.1.1","18591.7","","","","1"
"2021-01","Canada","2021A000011124","Employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062811","1.3.1.1.1.1","18392.1","","","","1"
"2021-02","Canada","2021A000011124","Employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062811","1.3.1.1.1.1","18632.0","","","","1"
"2021-03","Canada","2021A000011124","Employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062811","1.3.1.1.1.1","18873.0","","","","1"
"2021-04","Canada","2021A000011124","Employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062811","1.3.1.1.1.1","18673.8","","","","1"
"2021-05","Canada","2021A000011124","Employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062811","1.3.1.1.1.1","18623.6","","","","1"
"2021-06","Canada","2021A000011124","Employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062811","1.3.1.1.1.1","18894.4","","","","1"
"2021-07","Canada","2021A000011124","Employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062811","1.3.1.1.1.1","19016.5","","","","1"
"2021-08","Canada","2021A000011124","Employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062811","1.3.1.1.1.1","19081.7","","","","1"
"2021-09","Canada","2021A000011124","Employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062811","1.3.1.1.1.1","19251.1","","","","1"
"2021-10","Canada","2021A000011124","Employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062811","1.3.1.1.1.1","19288.1","","","","1"
"2021-11","Canada","2021A000011124","Employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062811","1.3.1.1.1.1","19437.3","","","","1"
"2021-12","Canada","2021A000011124","Employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062811","1.3.1.1.1.1","19508.8","","","","1"
"2022-01","Canada","2021A000011124","Employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062811","1.3.1.1.1.1","19305.4","","","","1"
"2022-02","Canada","2021A000011124","Employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062811","1.3.1.1.1.1","19629.0","","","","1"
"2022-03","Canada","2021A000011124","Employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062811","1.3.1.1.1.1","19647.8","","","","1"
"2022-04","Canada","2021A000011124","Employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062811","1.3.1.1.1.1","19709.7","","","","1"
"2022-05","Canada","2021A000011124","Employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062811","1.3.1.1.1.1","19763.4","","","","1"
"2022-06","Canada","2021A000011124","Employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062811","1.3.1.1.1.1","19750.8","","","","1"
"2022-07","Canada","2021A000011124","Employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062811","1.3.1.1.1.1","19787.5","","","","1"
"2022-08","Canada","2021A000011124","Employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062811","1.3.1.1.1.1","19781.2","","","","1"
"2022-09","Canada","2021A000011124","Employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062811","1.3.1.1.1.1","19796.1","","","","1"
"2022-10","Canada","2021A000011124","Employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062811","1.3.1.1.1.1","19882.8","","","","1"
"2022-11","Canada","2021A000011124","Employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062811","1.3.1.1.1.1","19923.8","","","","1"
"2022-12","Canada","2021A000011124","Employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062811","1.3.1.1.1.1","19998.5","","","","1"
"2023-01","Canada","2021A000011124","Employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062811","1.3.1.1.1.1","20113.5","","","","1"
"2023-02","Canada","2021A000011124","Employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062811","1.3.1.1.1.1","20153.3","","","","1"
"2023-03","Canada","2021A000011124","Employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062811","1.3.1.1.1.1","20214.1","","","","1"
"2023-04","Canada","2021A000011124","Employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062811","1.3.1.1.1.1","20257.8","","","","1"
"2023-05","Canada","2021A000011124","Employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062811","1.3.1.1.1.1","20246.7","","","","1"
"2023-06","Canada","2021A000011124","Employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062811","1.3.1.1.1.1","20332.9","","","","1"
"2023-07","Canada","2021A000011124","Employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062811","1.3.1.1.1.1","20352.1","","","","1"
"2023-08","Canada","2021A000011124","Employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062811","1.3.1.1.1.1","20412.1","","","","1"
"2023-09","Canada","2021A000011124","Employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062811","1.3.1.1.1.1","20465.3","","","","1"
"2023-10","Canada","2021A000011124","Employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062811","1.3.1.1.1.1","20493.9","","","","1"
"2023-11","Canada","2021A000011124","Employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062811","1.3.1.1.1.1","20518.5","","","","1"
"2023-12","Canada","2021A000011124","Employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062811","1.3.1.1.1.1","20532.8","","","","1"
"2024-01","Canada","2021A000011124","Employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062811","1.3.1.1.1.1","20577.1","","","","1"
"2024-02","Canada","2021A000011124","Employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062811","1.3.1.1.1.1","20607.7","","","","1"
"2024-03","Canada","2021A000011124","Employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062811","1.3.1.1.1.1","20614.5","","","","1"
"2024-04","Canada","2021A000011124","Employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062811","1.3.1.1.1.1","20700.5","","","","1"
"2024-05","Canada","2021A000011124","Employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062811","1.3.1.1.1.1","20698.3","","","","1"
"2024-06","Canada","2021A000011124","Employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062811","1.3.1.1.1.1","20715.9","","","","1"
"2024-07","Canada","2021A000011124","Employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062811","1.3.1.1.1.1","20712.9","","","","1"
"2024-08","Canada","2021A000011124","Employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062811","1.3.1.1.1.1","20742.6","","","","1"
"2024-09","Canada","2021A000011124","Employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062811","1.3.1.1.1.1","20779.3","","","","1"
"2024-10","Canada","2021A000011124","Employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062811","1.3.1.1.1.1","20782.6","","","","1"
"2024-11","Canada","2021A000011124","Employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062811","1.3.1.1.1.1","20826.4","","","","1"
"2024-12","Canada","2021A000011124","Employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062811","1.3.1.1.1.1","20917.4","","","","1"
"2025-01","Canada","2021A000011124","Employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062811","1.3.1.1.1.1","20993.4","","","","1"
"2025-02","Canada","2021A000011124","Employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062811","1.3.1.1.1.1","20994.5","","","","1"
"2025-03","Canada","2021A000011124","Employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062811","1.3.1.1.1.1","20961.9","","","","1"
"2025-04","Canada","2021A000011124","Employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062811","1.3.1.1.1.1","20969.3","","","","1"
"2025-05","Canada","2021A000011124","Employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062811","1.3.1.1.1.1","20978.1","","","","1"
"2025-06","Canada","2021A000011124","Employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062811","1.3.1.1.1.1","21061.2","","","","1"
"2019-02","Canada","2021A000011124","Employment","Total - Gender","15 years and over","Estimate","Trend-cycle","Persons in thousands","428","thousands","3","v100304302","1.3.1.1.1.3","18955.2","","","","1"
"2019-03","Canada","2021A000011124","Employment","Total - Gender","15 years and over","Estimate","Trend-cycle","Persons in thousands","428","thousands","3","v100304302","1.3.1.1.1.3","18985.2","","","","1"
"2019-04","Canada","2021A000011124","Employment","Total - Gender","15 years and over","Estimate","Trend-cycle","Persons in thousands","428","thousands","3","v100304302","1.3.1.1.1.3","19019.8","","","","1"
"2019-05","Canada","2021A000011124","Employment","Total - Gender","15 years and over","Estimate","Trend-cycle","Persons in thousands","428","thousands","3","v100304302","1.3.1.1.1.3","19050.1","","","","1"
"2019-06","Canada","2021A000011124","Employment","Total - Gender","15 years and over","Estimate","Trend-cycle","Persons in thousands","428","thousands","3","v100304302","1.3.1.1.1.3","19075.2","","","","1"
"2019-07","Canada","2021A000011124","Employment","Total - Gender","15 years and over","Estimate","Trend-cycle","Persons in thousands","428","thousands","3","v100304302","1.3.1.1.1.3","19093.6","","","","1"
"2019-08","Canada","2021A000011124","Employment","Total - Gender","15 years and over","Estimate","Trend-cycle","Persons in thousands","428","thousands","3","v100304302","1.3.1.1.1.3","19111.9","","","","1"
"2019-09","Canada","2021A000011124","Employment","Total - Gender","15 years and over","Estimate","Trend-cycle","Persons in thousands","428","thousands","3","v100304302","1.3.1.1.1.3","19156.4","","","","1"
"2019-10","Canada","2021A000011124","Employment","Total - Gender","15 years and over","Estimate","Trend-cycle","Persons in thousands","428","thousands","3","v100304302","1.3.1.1.1.3","19228.6","","","","1"
"2019-11","Canada","2021A000011124","Employment","Total - Gender","15 years and over","Estimate","Trend-cycle","Persons in thousands","428","thousands","3","v100304302","1.3.1.1.1.3","19212.2","","","","1"
"2019-12","Canada","2021A000011124","Employment","Total - Gender","15 years and over","Estimate","Trend-cycle","Persons in thousands","428","thousands","3","v100304302","1.3.1.1.1.3","19061.0","","","","1"
"2020-01","Canada","2021A000011124","Employment","Total - Gender","15 years and over","Estimate","Trend-cycle","Persons in thousands","428","thousands","3","v100304302","1.3.1.1.1.3","18779.5","","","","1"
"2020-02","Canada","2021A000011124","Employment","Total - Gender","15 years and over","Estimate","Trend-cycle","Persons in thousands","428","thousands","3","v100304302","1.3.1.1.1.3","18352.1","","","","1"
"2020-03","Canada","2021A000011124","Employment","Total - Gender","15 years and over","Estimate","Trend-cycle","Persons in thousands","428","thousands","3","v100304302","1.3.1.1.1.3","17847.0","","","","1"
"2020-04","Canada","2021A000011124","Employment","Total - Gender","15 years and over","Estimate","Trend-cycle","Persons in thousands","428","thousands","3","v100304302","1.3.1.1.1.3","17430.6","","","","1"
"2020-05","Canada","2021A000011124","Employment","Total - Gender","15 years and over","Estimate","Trend-cycle","Persons in thousands","428","thousands","3","v100304302","1.3.1.1.1.3","17262.1","","","","1"
"2020-06","Canada","2021A000011124","Employment","Total - Gender","15 years and over","Estimate","Trend-cycle","Persons in thousands","428","thousands","3","v100304302","1.3.1.1.1.3","17356.5","","","","1"
"2020-07","Canada","2021A000011124","Employment","Total - Gender","15 years and over","Estimate","Trend-cycle","Persons in thousands","428","thousands","3","v100304302","1.3.1.1.1.3","17639.9","","","","1"
"2020-08","Canada","2021A000011124","Employment","Total - Gender","15 years and over","Estimate","Trend-cycle","Persons in thousands","428","thousands","3","v100304302","1.3.1.1.1.3","17968.9","","","","1"
"2020-09","Canada","2021A000011124","Employment","Total - Gender","15 years and over","Estimate","Trend-cycle","Persons in thousands","428","thousands","3","v100304302","1.3.1.1.1.3","18289.7","","","","1"
"2020-10","Canada","2021A000011124","Employment","Total - Gender","15 years and over","Estimate","Trend-cycle","Persons in thousands","428","thousands","3","v100304302","1.3.1.1.1.3","18523.8","","","","1"
"2020-11","Canada","2021A000011124","Employment","Total - Gender","15 years and over","Estimate","Trend-cycle","Persons in thousands","428","thousands","3","v100304302","1.3.1.1.1.3","18601.6","","","","1"
"2020-12","Canada","2021A000011124","Employment","Total - Gender","15 years and over","Estimate","Trend-cycle","Persons in thousands","428","thousands","3","v100304302","1.3.1.1.1.3","18605.4","","","","1"
"2021-01","Canada","2021A000011124","Employment","Total - Gender","15 years and over","Estimate","Trend-cycle","Persons in thousands","428","thousands","3","v100304302","1.3.1.1.1.3","18616.2","","","","1"
"2021-02","Canada","2021A000011124","Employment","Total - Gender","15 years and over","Estimate","Trend-cycle","Persons in thousands","428","thousands","3","v100304302","1.3.1.1.1.3","18640.0","","","","1"
"2021-03","Canada","2021A000011124","Employment","Total - Gender","15 years and over","Estimate","Trend-cycle","Persons in thousands","428","thousands","3","v100304302","1.3.1.1.1.3","18669.7","","","","1"
"2021-04","Canada","2021A000011124","Employment","Total - Gender","15 years and over","Estimate","Trend-cycle","Persons in thousands","428","thousands","3","v100304302","1.3.1.1.1.3","18721.4","","","","1"
"2021-05","Canada","2021A000011124","Employment","Total - Gender","15 years and over","Estimate","Trend-cycle","Persons in thousands","428","thousands","3","v100304302","1.3.1.1.1.3","18787.7","","","","1"
"2021-06","Canada","2021A000011124","Employment","Total - Gender","15 years and over","Estimate","Trend-cycle","Persons in thousands","428","thousands","3","v100304302","1.3.1.1.1.3","18879.8","","","","1"
"2021-07","Canada","2021A000011124","Employment","Total - Gender","15 years and over","Estimate","Trend-cycle","Persons in thousands","428","thousands","3","v100304302","1.3.1.1.1.3","18996.4","","","","1"
"2021-08","Canada","2021A000011124","Employment","Total - Gender","15 years and over","Estimate","Trend-cycle","Persons in thousands","428","thousands","3","v100304302","1.3.1.1.1.3","19094.9","","","","1"
"2021-09","Canada","2021A000011124","Employment","Total - Gender","15 years and over","Estimate","Trend-cycle","Persons in thousands","428","thousands","3","v100304302","1.3.1.1.1.3","19196.1","","","","1"
"2021-10","Canada","2021A000011124","Employment","Total - Gender","15 years and over","Estimate","Trend-cycle","Persons in thousands","428","thousands","3","v100304302","1.3.1.1.1.3","19299.8","","","","1"
"2021-11","Canada","2021A000011124","Employment","Total - Gender","15 years and over","Estimate","Trend-cycle","Persons in thousands","428","thousands","3","v100304302","1.3.1.1.1.3","19377.0","","","","1"
"2021-12","Canada","2021A000011124","Employment","Total - Gender","15 years and over","Estimate","Trend-cycle","Persons in thousands","428","thousands","3","v100304302","1.3.1.1.1.3","19440.2","","","","1"
"2022-01","Canada","2021A000011124","Employment","Total - Gender","15 years and over","Estimate","Trend-cycle","Persons in thousands","428","thousands","3","v100304302","1.3.1.1.1.3","19500.7","","","","1"
"2022-02","Canada","2021A000011124","Employment","Total - Gender","15 years and over","Estimate","Trend-cycle","Persons in thousands","428","thousands","3","v100304302","1.3.1.1.1.3","19567.9","","","","1"
"2022-03","Canada","2021A000011124","Employment","Total - Gender","15 years and over","Estimate","Trend-cycle","Persons in thousands","428","thousands","3","v100304302","1.3.1.1.1.3","19628.7","","","","1"
"2022-04","Canada","2021A000011124","Employment","Total - Gender","15 years and over","Estimate","Trend-cycle","Persons in thousands","428","thousands","3","v100304302","1.3.1.1.1.3","19684.9","","","","1"
"2022-05","Canada","2021A000011124","Employment","Total - Gender","15 years and over","Estimate","Trend-cycle","Persons in thousands","428","thousands","3","v100304302","1.3.1.1.1.3","19722.9","","","","1"
"2022-06","Canada","2021A000011124","Employment","Total - Gender","15 years and over","Estimate","Trend-cycle","Persons in thousands","428","thousands","3","v100304302","1.3.1.1.1.3","19756.8","","","","1"
"2022-07","Canada","2021A000011124","Employment","Total - Gender","15 years and over","Estimate","Trend-cycle","Persons in thousands","428","thousands","3","v100304302","1.3.1.1.1.3","19782.2","","","","1"
"2022-08","Canada","2021A000011124","Employment","Total - Gender","15 years and over","Estimate","Trend-cycle","Persons in thousands","428","thousands","3","v100304302","1.3.1.1.1.3","19800.4","","","","1"
"2022-09","Canada","2021A000011124","Employment","Total - Gender","15 years and over","Estimate","Trend-cycle","Persons in thousands","428","thousands","3","v100304302","1.3.1.1.1.3","19836.0","","","","1"
"2022-10","Canada","2021A000011124","Employment","Total - Gender","15 years and over","Estimate","Trend-cycle","Persons in thousands","428","thousands","3","v100304302","1.3.1.1.1.3","19882.6","","","","1"
"2022-11","Canada","2021A000011124","Employment","Total - Gender","15 years and over","Estimate","Trend-cycle","Persons in thousands","428","thousands","3","v100304302","1.3.1.1.1.3","19943.6","","","","1"
"2022-12","Canada","2021A000011124","Employment","Total - Gender","15 years and over","Estimate","Trend-cycle","Persons in thousands","428","thousands","3","v100304302","1.3.1.1.1.3","20011.0","","","","1"
"2023-01","Canada","2021A000011124","Employment","Total - Gender","15 years and over","Estimate","Trend-cycle","Persons in thousands","428","thousands","3","v100304302","1.3.1.1.1.3","20078.9","","","","1"
"2023-02","Canada","2021A000011124","Employment","Total - Gender","15 years and over","Estimate","Trend-cycle","Persons in thousands","428","thousands","3","v100304302","1.3.1.1.1.3","20142.6","","","","1"
"2023-03","Canada","2021A000011124","Employment","Total - Gender","15 years and over","Estimate","Trend-cycle","Persons in thousands","428","thousands","3","v100304302","1.3.1.1.1.3","20195.9","","","","1"
"2023-04","Canada","2021A000011124","Employment","Total - Gender","15 years and over","Estimate","Trend-cycle","Persons in thousands","428","thousands","3","v100304302","1.3.1.1.1.3","20241.5","","","","1"
"2023-05","Canada","2021A000011124","Employment","Total - Gender","15 years and over","Estimate","Trend-cycle","Persons in thousands","428","thousands","3","v100304302","1.3.1.1.1.3","20283.8","","","","1"
"2023-06","Canada","2021A000011124","Employment","Total - Gender","15 years and over","Estimate","Trend-cycle","Persons in thousands","428","thousands","3","v100304302","1.3.1.1.1.3","20325.1","","","","1"
"2023-07","Canada","2021A000011124","Employment","Total - Gender","15 years and over","Estimate","Trend-cycle","Persons in thousands","428","thousands","3","v100304302","1.3.1.1.1.3","20365.4","","","","1"
"2023-08","Canada","2021A000011124","Employment","Total - Gender","15 years and over","Estimate","Trend-cycle","Persons in thousands","428","thousands","3","v100304302","1.3.1.1.1.3","20408.1","","","","1"
"2023-09","Canada","2021A000011124","Employment","Total - Gender","15 years and over","Estimate","Trend-cycle","Persons in thousands","428","thousands","3","v100304302","1.3.1.1.1.3","20448.1","","","","1"
"2023-10","Canada","2021A000011124","Employment","Total - Gender","15 years and over","Estimate","Trend-cycle","Persons in thousands","428","thousands","3","v100304302","1.3.1.1.1.3","20483.6","","","","1"
"2023-11","Canada","2021A000011124","Employment","Total - Gender","15 years and over","Estimate","Trend-cycle","Persons in thousands","428","thousands","3","v100304302","1.3.1.1.1.3","20516.5","","","","1"
"2023-12","Canada","2021A000011124","Employment","Total - Gender","15 years and over","Estimate","Trend-cycle","Persons in thousands","428","thousands","3","v100304302","1.3.1.1.1.3","20546.3","","","","1"
"2024-01","Canada","2021A000011124","Employment","Total - Gender","15 years and over","Estimate","Trend-cycle","Persons in thousands","428","thousands","3","v100304302","1.3.1.1.1.3","20577.2","","","","1"
"2024-02","Canada","2021A000011124","Employment","Total - Gender","15 years and over","Estimate","Trend-cycle","Persons in thousands","428","thousands","3","v100304302","1.3.1.1.1.3","20607.5","","","","1"
"2024-03","Canada","2021A000011124","Employment","Total - Gender","15 years and over","Estimate","Trend-cycle","Persons in thousands","428","thousands","3","v100304302","1.3.1.1.1.3","20636.6","","","","1"
"2024-04","Canada","2021A000011124","Employment","Total - Gender","15 years and over","Estimate","Trend-cycle","Persons in thousands","428","thousands","3","v100304302","1.3.1.1.1.3","20666.1","","","","1"
"2024-05","Canada","2021A000011124","Employment","Total - Gender","15 years and over","Estimate","Trend-cycle","Persons in thousands","428","thousands","3","v100304302","1.3.1.1.1.3","20690.2","","","","1"
"2024-06","Canada","2021A000011124","Employment","Total - Gender","15 years and over","Estimate","Trend-cycle","Persons in thousands","428","thousands","3","v100304302","1.3.1.1.1.3","20709.4","","","","1"
"2024-07","Canada","2021A000011124","Employment","Total - Gender","15 years and over","Estimate","Trend-cycle","Persons in thousands","428","thousands","3","v100304302","1.3.1.1.1.3","20725.8","","","","1"
